name,code,zone_code,district_code
Balcones de C. San Jeronimo,COLONIA-BALCONESDECSANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Balcones de Galerias,COLONIA-BALCONESDEGALERIAS,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Hacienda San Jeronimo,COLONIA-HACIENDASANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Jardines de San Jeronimo 1  Sector,COLONIA-JARDINESDESANJERONIMO1SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Jardines de San Jeronimo 2  Sector,COLONIA-JARDINESDESANJERONIMO2SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Colinas 1  Sector 1 etapa,COLONIA-LASCOLINAS1SECTOR1ETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Colinas 2  Sector,COLONIA-LASCOLINAS2SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Colinas 3 etapa,COLONIA-LASCOLINAS3ETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Colinas 3  Sector (C San Felipe),COLONIA-LASCOLINAS3SECTORCSANFELIPE,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Residencial San Jeronimo II,COLONIA-RESIDENCIALSANJERONIMOII,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Rincon de San Jeronimo,COLONIA-RINCONDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jemo 3  Sector,COLONIA-SANJEMO3SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jeronimo,COLONIA-SANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Villas de San Jeronimo,COLONIA-VILLASDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Colinas 2  Sector etapa 2,COLONIA-LASCOLINAS2SECTORETAPA2,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Colinas 3  Sector (C San Bernardo),COLONIA-LASCOLINAS3SECTORCSANBERNARDO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 10  Sector,COLONIA-COLINASDESANJERONIMO10SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 9  Sector,COLONIA-COLINASDESANJERONIMO9SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 6  Sector,COLONIA-COLINASDESANJERONIMO6SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo,COLONIA-COLINASDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colonial San Jerónimo 2 Sector 1 etapa,COLONIA-COLONIALSANJERONIMO2SECTOR1ETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colonial San Jeronimo 1 Sector,COLONIA-COLONIALSANJERONIMO1SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 7  Sector,COLONIA-COLINASDESANJERONIMO7SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Valle de San Jeronimo,COLONIA-VALLEDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Valle de San Jeronimo 2 Sector,COLONIA-VALLEDESANJERONIMO2SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 2  Sector 3era Seccion,COLONIA-COLINASDESANJERONIMO2SECTOR3ERASECCION,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 3  Sector,COLONIA-COLINASDESANJERONIMO3SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Rincon de San Jemo,COLONIA-RINCONDESANJEMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jemo 4  Sector Ampliación,COLONIA-SANJEMO4SECTORAMPLIACION,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Riberas de San Jeronimo,COLONIA-RIBERASDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jemo 1  Sector,COLONIA-SANJEMO1SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jemo 2  Sector,COLONIA-SANJEMO2SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jemo Sector Cumbres,COLONIA-SANJEMOSECTORCUMBRES,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jemo Sector Tesoro,COLONIA-SANJEMOSECTORTESORO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas  de San Jeronimo 1 Sector,COLONIA-COLINASDESANJERONIMO1SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 5  Sector,COLONIA-COLINASDESANJERONIMO5SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 8  Sector,COLONIA-COLINASDESANJERONIMO8SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 4  Sector,COLONIA-COLINASDESANJERONIMO4SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Lajas 3  Sector,COLONIA-LASLAJAS3SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Lajas 2  Sector,COLONIA-LASLAJAS2SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
La Vereda Privada Residencial,COLONIA-LAVEREDAPRIVADARESIDENCIAL,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Lomas de San Jeronimo,COLONIA-LOMASDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Real de San Jeronimo,COLONIA-REALDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colonial de San Jeronimo 3 Sector,COLONIA-COLONIALDESANJERONIMO3SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas Diamante,COLONIA-COLINASDIAMANTE,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
San Jemo Sector Aguilas,COLONIA-SANJEMOSECTORAGUILAS,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Miravalle,COLONIA-MIRAVALLE,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Santa Maria,COLONIA-SANTAMARIA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Rincon de Santa Maria,COLONIA-RINCONDESANTAMARIA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Union Cuauhtemoc (Santa María),COLONIA-UNIONCUAUHTEMOCSANTAMARIA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Rincon de las Colinas,COLONIA-RINCONDELASCOLINAS,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas del Valle 1  Sector 2a. Etapa,COLONIA-COLINASDELVALLE1SECTOR2AETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas del Valle 1  Sector 1a. Etapa,COLONIA-COLINASDELVALLE1SECTOR1AETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Cumbres del Valle 1era. Etapa,COLONIA-CUMBRESDELVALLE1ERAETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Cumbres del Valle 2da. Etapa,COLONIA-CUMBRESDELVALLE2DAETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas del Valle 2  Sector 2a. Etapa,COLONIA-COLINASDELVALLE2SECTOR2AETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas del Valle 2  Sector 3era etapa,COLONIA-COLINASDELVALLE2SECTOR3ERAETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Urdiales (Médico Gonzalitos),COLONIA-URDIALESMEDICOGONZALITOS,ZONA-MEDICOGONZALITOS,DISTRITO-CENTRO
Mitras Centro,COLONIA-MITRASCENTRO,ZONA-MEDICOGONZALITOS,DISTRITO-CENTRO
Urdiales (F-58) (Médico Gonzalitos),COLONIA-URDIALESF58MEDICOGONZALITOS,ZONA-MEDICOGONZALITOS,DISTRITO-CENTRO
Leones (Médico Gonzalitos),COLONIA-LEONESMEDICOGONZALITOS,ZONA-MEDICOGONZALITOS,DISTRITO-CENTRO
Mitras Sur,COLONIA-MITRASSUR,ZONA-MEDICOGONZALITOS,DISTRITO-CENTRO
Gonzalitos,COLONIA-GONZALITOS,ZONA-MEDICOGONZALITOS,DISTRITO-CENTRO
Tijerina (Médico Gonzalitos),COLONIA-TIJERINAMEDICOGONZALITOS,ZONA-MEDICOGONZALITOS,DISTRITO-CENTRO
Garza Nieto,COLONIA-GARZANIETO,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Pedro Lozano,COLONIA-PEDROLOZANO,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Benito Juarez,COLONIA-BENITOJUAREZ,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Progreso,COLONIA-PROGRESO,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Ruben Jaramillo,COLONIA-RUBENJARAMILLO,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Tijerina (Edison Industrial),COLONIA-TIJERINAEDISONINDUSTRIAL,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Diez de Marzo,COLONIA-DIEZDEMARZO,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Talleres,COLONIA-TALLERES,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Estrella (Edison Industrial),COLONIA-ESTRELLAEDISONINDUSTRIAL,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Industrial ,COLONIA-INDUSTRIAL,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Bella Vista,COLONIA-BELLAVISTA,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Larralde,COLONIA-LARRALDE,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Obrerista,COLONIA-OBRERISTA,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Sarabia,COLONIA-SARABIA,ZONA-EDISONINDUSTRIAL,DISTRITO-CENTRO
Vidriera,COLONIA-VIDRIERA,ZONA-CENTRICA,DISTRITO-CENTRO
Mariano Escobedo,COLONIA-MARIANOESCOBEDO,ZONA-CENTRICA,DISTRITO-CENTRO
Union Mariano Escobedo,COLONIA-UNIONMARIANOESCOBEDO,ZONA-CENTRICA,DISTRITO-CENTRO
Juana de Arco,COLONIA-JUANADEARCO,ZONA-CENTRICA,DISTRITO-CENTRO
Victoria,COLONIA-VICTORIA,ZONA-CENTRICA,DISTRITO-CENTRO
Del Padro,COLONIA-DELPADRO,ZONA-CENTRICA,DISTRITO-CENTRO
Centrika 2 Sector,COLONIA-CENTRIKA2SECTOR,ZONA-CENTRICA,DISTRITO-CENTRO
Centrika 1 Sector 1 etapa,COLONIA-CENTRIKA1SECTOR1ETAPA,ZONA-CENTRICA,DISTRITO-CENTRO
Centrika 1 Sector 2 etapa,COLONIA-CENTRIKA1SECTOR2ETAPA,ZONA-CENTRICA,DISTRITO-CENTRO
Centrika 1 Sector 3 etapa,COLONIA-CENTRIKA1SECTOR3ETAPA,ZONA-CENTRICA,DISTRITO-CENTRO
Asarco,COLONIA-ASARCO,ZONA-CENTRICA,DISTRITO-CENTRO
Terminal,COLONIA-TERMINAL,ZONA-CENTRICA,DISTRITO-CENTRO
Treviño,COLONIA-TREVINO,ZONA-CENTRICA,DISTRITO-CENTRO
Cantu,COLONIA-CANTU,ZONA-CENTRICA,DISTRITO-CENTRO
Primero de Mayo,COLONIA-PRIMERODEMAYO,ZONA-CENTRICA,DISTRITO-CENTRO
Cementos,COLONIA-CEMENTOS,ZONA-CENTRICA,DISTRITO-CENTRO
Industrial Benito Juarez,COLONIA-INDUSTRIALBENITOJUAREZ,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Coyoacan,COLONIA-COYOACAN,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Moderna,COLONIA-MODERNA,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
La Reforma,COLONIA-LAREFORMA,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Jardines de la Moderna,COLONIA-JARDINESDELAMODERNA,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Las Flores,COLONIA-LASFLORES,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Del Vidrio,COLONIA-DELVIDRIO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Santa Fe,COLONIA-SANTAFE,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Fontanares Churubusco Sur,COLONIA-FONTANARESCHURUBUSCOSUR,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Villas de Linda Vista,COLONIA-VILLASDELINDAVISTA,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Los Fresnos,COLONIA-LOSFRESNOS,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Parque Industrial Regiomontano,COLONIA-PARQUEINDUSTRIALREGIOMONTANO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Churubusco,COLONIA-CHURUBUSCO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Alamos Corregidora,COLONIA-ALAMOSCORREGIDORA,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Jardines de Churubusco,COLONIA-JARDINESDECHURUBUSCO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Predios Industriales,COLONIA-PREDIOSINDUSTRIALES,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Argentina,COLONIA-ARGENTINA,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Fabriles,COLONIA-FABRILES,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Nueva Madero,COLONIA-NUEVAMADERO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Almaguer,COLONIA-ALMAGUER,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Madero (Moderna Churubusco),COLONIA-MADEROMODERNACHURUBUSCO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Fierro,COLONIA-FIERRO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Tampico,COLONIA-TAMPICO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Martinez,COLONIA-MARTINEZ,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Pablo A. de la Garza,COLONIA-PABLOADELAGARZA,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Venustiano Carranza (Moderna Churubusco),COLONIA-VENUSTIANOCARRANZAMODERNACHURUBUSCO,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Privada Pinos,COLONIA-PRIVADAPINOS,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Privada Pinos 1  Sector,COLONIA-PRIVADAPINOS1SECTOR,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Madero Norte,COLONIA-MADERONORTE,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Argentina (Union F Balero Sanchez),COLONIA-ARGENTINAUNIONFBALEROSANCHEZ,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Privada Pinos 3  Sector,COLONIA-PRIVADAPINOS3SECTOR,ZONA-MODERNACHURUBUSCO,DISTRITO-CENTRO
Chepevera,COLONIA-CHEPEVERA,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Lomas,COLONIA-LOMAS,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Deportivo Obispado,COLONIA-DEPORTIVOOBISPADO,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Unidad Aldama Maria Luisa,COLONIA-UNIDADALDAMAMARIALUISA,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Centro (Poniente),COLONIA-CENTROPONIENTE,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Jardines del Cerro,COLONIA-JARDINESDELCERRO,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Obispado,COLONIA-OBISPADO,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Jardin,COLONIA-JARDIN,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Centro (Obispado),COLONIA-CENTROOBISPADO,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Mirador,COLONIA-MIRADOR,ZONA-OBISPADOYPURISIMAALAMEDA,DISTRITO-CENTRO
Centro (Centro),COLONIA-CENTROCENTRO,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Condominios Constitucion,COLONIA-CONDOMINIOSCONSTITUCION,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
La Finca,COLONIA-LAFINCA,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Nuevo Centro de Monterrey,COLONIA-NUEVOCENTRODEMONTERREY,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Desarrollo Urbano Reforma,COLONIA-DESARROLLOURBANOREFORMA,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Obrera,COLONIA-OBRERA,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Modelo,COLONIA-MODELO,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Acero,COLONIA-ACERO,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Agricola Acero (Fundidora),COLONIA-AGRICOLAACEROFUNDIDORA,ZONA-CENTROYFUNDIDORA,DISTRITO-CENTRO
Del Carmen,COLONIA-DELCARMEN,ZONA-LOMALARGA,DISTRITO-SUR
Balcones del Carmen,COLONIA-BALCONESDELCARMEN,ZONA-LOMALARGA,DISTRITO-SUR
Los Doctores,COLONIA-LOSDOCTORES,ZONA-LOMALARGA,DISTRITO-SUR
Sertoma,COLONIA-SERTOMA,ZONA-LOMALARGA,DISTRITO-SUR
Lomas de San Francisco,COLONIA-LOMASDESANFRANCISCO,ZONA-LOMALARGA,DISTRITO-SUR
Comercial Ampliacion Doctores,COLONIA-COMERCIALAMPLIACIONDOCTORES,ZONA-LOMALARGA,DISTRITO-SUR
Hacienda San Francisco,COLONIA-HACIENDASANFRANCISCO,ZONA-LOMALARGA,DISTRITO-SUR
Loma Larga,COLONIA-LOMALARGA,ZONA-LOMALARGA,DISTRITO-SUR
Nuevas Colonias,COLONIA-NUEVASCOLONIAS,ZONA-LOMALARGA,DISTRITO-SUR
Conjunto Habit Loma Larga,COLONIA-CONJUNTOHABITLOMALARGA,ZONA-LOMALARGA,DISTRITO-SUR
Los Magueyes,COLONIA-LOSMAGUEYES,ZONA-LOMALARGA,DISTRITO-SUR
El Maguey,COLONIA-ELMAGUEY,ZONA-LOMALARGA,DISTRITO-SUR
Pio X,COLONIA-PIOX,ZONA-LOMALARGA,DISTRITO-SUR
Tanque  de Guadalupe,COLONIA-TANQUEDEGUADALUPE,ZONA-INDEPENDENCIA,DISTRITO-SUR
Benito Juarez ( F-96),COLONIA-BENITOJUAREZF96,ZONA-INDEPENDENCIA,DISTRITO-SUR
Nuevo Repueblo,COLONIA-NUEVOREPUEBLO,ZONA-INDEPENDENCIA,DISTRITO-SUR
Union Loma Larga,COLONIA-UNIONLOMALARGA,ZONA-INDEPENDENCIA,DISTRITO-SUR
Union Francisco I Madero,COLONIA-UNIONFRANCISCOIMADERO,ZONA-INDEPENDENCIA,DISTRITO-SUR
Union de colonos A Reyes,COLONIA-UNIONDECOLONOSAREYES,ZONA-INDEPENDENCIA,DISTRITO-SUR
Arturo B. de la Garza (Independencia),COLONIA-ARTUROBDELAGARZAINDEPENDENCIA,ZONA-INDEPENDENCIA,DISTRITO-SUR
Predio Francisco Zarco,COLONIA-PREDIOFRANCISCOZARCO,ZONA-INDEPENDENCIA,DISTRITO-SUR
Union J Carlos Camacho,COLONIA-UNIONJCARLOSCAMACHO,ZONA-INDEPENDENCIA,DISTRITO-SUR
Union Luis Echeverria,COLONIA-UNIONLUISECHEVERRIA,ZONA-INDEPENDENCIA,DISTRITO-SUR
Union Francisco Zarco,COLONIA-UNIONFRANCISCOZARCO,ZONA-INDEPENDENCIA,DISTRITO-SUR
America No 2,COLONIA-AMERICANO2,ZONA-INDEPENDENCIA,DISTRITO-SUR
Alfonso Reyes,COLONIA-ALFONSOREYES,ZONA-INDEPENDENCIA,DISTRITO-SUR
Venustiano Carranza (Independencia),COLONIA-VENUSTIANOCARRANZAINDEPENDENCIA,ZONA-INDEPENDENCIA,DISTRITO-SUR
Union Miguel Barrera,COLONIA-UNIONMIGUELBARRERA,ZONA-INDEPENDENCIA,DISTRITO-SUR
Independencia,COLONIA-INDEPENDENCIA,ZONA-INDEPENDENCIA,DISTRITO-SUR
Caracol,COLONIA-CARACOL,ZONA-CHAPULTEPEC,DISTRITO-SUR
Ancon del Huajuco,COLONIA-ANCONDELHUAJUCO,ZONA-CHAPULTEPEC,DISTRITO-SUR
Fraccionamiento La Florida,COLONIA-FRACCIONAMIENTOLAFLORIDA,ZONA-CHAPULTEPEC,DISTRITO-SUR
España,COLONIA-ESPANA,ZONA-CHAPULTEPEC,DISTRITO-SUR
Jardin Español,COLONIA-JARDINESPANOL,ZONA-CHAPULTEPEC,DISTRITO-SUR
Residencial La Española,COLONIA-RESIDENCIALLAESPANOLA,ZONA-CHAPULTEPEC,DISTRITO-SUR
Nueva Española,COLONIA-NUEVAESPANOLA,ZONA-CHAPULTEPEC,DISTRITO-SUR
Valle del Huajuco,COLONIA-VALLEDELHUAJUCO,ZONA-CHAPULTEPEC,DISTRITO-SUR
El Realito,COLONIA-ELREALITO,ZONA-CHAPULTEPEC,DISTRITO-SUR
Fraccionamiento Buenos Aires,COLONIA-FRACCIONAMIENTOBUENOSAIRES,ZONA-CHAPULTEPEC,DISTRITO-SUR
Buenos Aires,COLONIA-BUENOSAIRES,ZONA-CHAPULTEPEC,DISTRITO-SUR
Mexico,COLONIA-MEXICO,ZONA-DISTRITOTEC,DISTRITO-SUR
Tecnologico,COLONIA-TECNOLOGICO,ZONA-DISTRITOTEC,DISTRITO-SUR
Roma (Distrito TEC),COLONIA-ROMADISTRITOTEC,ZONA-DISTRITOTEC,DISTRITO-SUR
Residencial La Florida,COLONIA-RESIDENCIALLAFLORIDA,ZONA-DISTRITOTEC,DISTRITO-SUR
Altavista,COLONIA-ALTAVISTA,ZONA-DISTRITOTEC,DISTRITO-SUR
Rincon de Altavista,COLONIA-RINCONDEALTAVISTA,ZONA-DISTRITOTEC,DISTRITO-SUR
Nueva España,COLONIA-NUEVAESPANA,ZONA-DISTRITOTEC,DISTRITO-SUR
Valle Primavera,COLONIA-VALLEPRIMAVERA,ZONA-DISTRITOTEC,DISTRITO-SUR
Narvarte,COLONIA-NARVARTE,ZONA-DISTRITOTEC,DISTRITO-SUR
Ladrillera,COLONIA-LADRILLERA,ZONA-DISTRITOTEC,DISTRITO-SUR
L.T.H,COLONIA-LTH,ZONA-DISTRITOTEC,DISTRITO-SUR
Estadio,COLONIA-ESTADIO,ZONA-DISTRITOTEC,DISTRITO-SUR
Villa Florida,COLONIA-VILLAFLORIDA,ZONA-DISTRITOTEC,DISTRITO-SUR
Cerro de la Silla,COLONIA-CERRODELASILLA,ZONA-DISTRITOTEC,DISTRITO-SUR
Jardines de Altavista,COLONIA-JARDINESDEALTAVISTA,ZONA-DISTRITOTEC,DISTRITO-SUR
Plaza Revolucion,COLONIA-PLAZAREVOLUCION,ZONA-DISTRITOTEC,DISTRITO-SUR
Estadio 2 sector,COLONIA-ESTADIO2SECTOR,ZONA-DISTRITOTEC,DISTRITO-SUR
La Primavera 3  Sector,COLONIA-LAPRIMAVERA3SECTOR,ZONA-DISTRITOTEC,DISTRITO-SUR
La Primavera 1 Sector (Distrito TEC),COLONIA-LAPRIMAVERA1SECTORDISTRITOTEC,ZONA-DISTRITOTEC,DISTRITO-SUR
Jardines de Altavista Norte,COLONIA-JARDINESDEALTAVISTANORTE,ZONA-DISTRITOTEC,DISTRITO-SUR
Condominio Horizontal ICONOS,COLONIA-CONDOMINIOHORIZONTALICONOS,ZONA-DISTRITOTEC,DISTRITO-SUR
Roma (Roma Sur),COLONIA-ROMAROMASUR,ZONA-ROMASUR,DISTRITO-SUR
Roma Privada,COLONIA-ROMAPRIVADA,ZONA-ROMASUR,DISTRITO-SUR
Jardines Roma,COLONIA-JARDINESROMA,ZONA-ROMASUR,DISTRITO-SUR
Heriberto Jara (Roma Sur),COLONIA-HERIBERTOJARAROMASUR,ZONA-ROMASUR,DISTRITO-SUR
Fraccionamiento Independencia,COLONIA-FRACCIONAMIENTOINDEPENDENCIA,ZONA-ROMASUR,DISTRITO-SUR
Ancira,COLONIA-ANCIRA,ZONA-ROMASUR,DISTRITO-SUR
Roma Sur,COLONIA-ROMASUR,ZONA-ROMASUR,DISTRITO-SUR
Fraccionamiento Centro,COLONIA-FRACCIONAMIENTOCENTRO,ZONA-ROMASUR,DISTRITO-SUR
Arturo B. de la Garza (Roma Sur),COLONIA-ARTUROBDELAGARZAROMASUR,ZONA-ROMASUR,DISTRITO-SUR
Luis Echeverria Sur,COLONIA-LUISECHEVERRIASUR,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Las Retamas,COLONIA-LASRETAMAS,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Heriberto Jara (Campana Altamira),COLONIA-HERIBERTOJARACAMPANAALTAMIRA,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Altamira,COLONIA-ALTAMIRA,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Las Canteras,COLONIA-LASCANTERAS,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Martinez Dominguez A. Union ( La Campana),COLONIA-MARTINEZDOMINGUEZAUNIONLACAMPANA,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
